id,domain,raw_command,tokens,annotator_boundary_labels,annotator_task_token_labels,notes
CK-2878,ofis_metin_düzenleme,başlığı seç kes alt satıra yapıştır belgeyi kaydet,"[""başlığı"", ""seç"", ""kes"", ""alt"", ""satıra"", ""yapıştır"", ""belgeyi"", ""kaydet""]","[""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR"",""KAYDET"",""KAYDET""]",
CK-2697,dosya_yazılım_geliştirme,json dosyasında ayar bloğunu bulup alt satıra geçerek virgül yaz,"[""json"", ""dosyasında"", ""ayar"", ""bloğunu"", ""bulup"", ""alt"", ""satıra"", ""geçerek"", ""virgül"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""BUL"",""BUL"",""BUL"",""BUL"",""BUL"",""GEÇ"",""GEÇ"",""GEÇ"",""YAZ"",""YAZ""]",
CK-2485,dosya_yazılım_geliştirme,terminal çıktısında failed yazan satırı bul o satırı seç kopyala,"[""terminal"", ""çıktısında"", ""failed"", ""yazan"", ""satırı"", ""bul"", ""o"", ""satırı"", ""seç"", ""kopyala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""BUL"",""BUL"",""BUL"",""BUL"",""BUL"",""BUL"",""SEÇ"",""SEÇ"",""SEÇ"",""KOPYALA""]",
CK-1238,tarayıcı_internet,pdfyi büyütüp aşağı kaydırarak tabloyu bul,"[""pdfyi"", ""büyütüp"", ""aşağı"", ""kaydırarak"", ""tabloyu"", ""bul""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""BÜYÜT"",""BÜYÜT"",""KAYDIR"",""KAYDIR"",""BUL"",""BUL""]",
CK-2906,temel_bilgisayar,ekran çok parlak ya parlaklığı birazcık azalt,"[""ekran"", ""çok"", ""parlak"", ""ya"", ""parlaklığı"", ""birazcık"", ""azalt""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""AZALT"",""AZALT"",""AZALT""]",
CK-3444,tarayıcı_internet,reklamı kapat arama yap sonucu indir,"[""reklamı"", ""kapat"", ""arama"", ""yap"", ""sonucu"", ""indir""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KAPAT"",""KAPAT"",""ARA"",""ARA"",""İNDİR"",""İNDİR""]",
CK-1770,tarayıcı_internet,video oynatıcıyı büyütüp altyazı menüsünü açarak türkçeyi seç,"[""video"", ""oynatıcıyı"", ""büyütüp"", ""altyazı"", ""menüsünü"", ""açarak"", ""türkçeyi"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ""]",
CK-1434,dosya_yazılım_geliştirme,scripti çalıştırma dur script dosyasını aç script satırını bul,"[""scripti"", ""çalıştırma"", ""dur"", ""script"", ""dosyasını"", ""aç"", ""script"", ""satırını"", ""bul""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""AÇ"",""AÇ"",""AÇ"",""BUL"",""BUL"",""BUL""]",
CK-3085,dosya_yazılım_geliştirme,kod bloğunu silme fonksiyonu bul seç ve kes,"[""kod"", ""bloğunu"", ""silme"", ""fonksiyonu"", ""bul"", ""seç"", ""ve"", ""kes""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""O"",""B-TASK""]","[""O"",""O"",""O"",""BUL"",""BUL"",""SEÇ"",""O"",""KES""]",
CK-3259,ofis_metin_düzenleme,metni ara bulduğun cümleyi seç,"[""metni"", ""ara"", ""bulduğun"", ""cümleyi"", ""seç""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""ARA"",""ARA"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-3127,temel_bilgisayar,pencereyi kapatma sesi artır bildirimi kapat,"[""pencereyi"", ""kapatma"", ""sesi"", ""artır"", ""bildirimi"", ""kapat""]","[""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""ARTIR"",""ARTIR"",""KAPAT"",""KAPAT""]",
CK-2662,ofis_metin_düzenleme,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,"[""PDF"", ""formunda"", ""imza"", ""alanına"", ""git"", ""tarih"", ""kutusunu"", ""seç"", ""bugünün"", ""tarihini"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""GİT"",""GİT"",""GİT"",""GİT"",""GİT"",""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ""]",
CK-1560,tarayıcı_internet,postaya git yeni ileti oluştur alıcı yaz gönder,"[""postaya"", ""git"", ""yeni"", ""ileti"", ""oluştur"", ""alıcı"", ""yaz"", ""gönder""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""GİT"",""GİT"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YAZ"",""YAZ"",""GÖNDER""]",
CK-2242,tarayıcı_internet,formu doldururken ad alanını seçip Ali yaz soyad alanına geçip Yılmaz yaz,"[""formu"", ""doldururken"", ""ad"", ""alanını"", ""seçip"", ""Ali"", ""yaz"", ""soyad"", ""alanına"", ""geçip"", ""Yılmaz"", ""yaz""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""GEÇ"",""GEÇ"",""GEÇ"",""YAZ"",""YAZ""]",
CK-3347,tarayıcı_internet,adres çubuğuna geç eski adresi seç kes yeni adresi yapıştır,"[""adres"", ""çubuğuna"", ""geç"", ""eski"", ""adresi"", ""seç"", ""kes"", ""yeni"", ""adresi"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-3167,temel_bilgisayar,masaüstüne geç arama kutusuna tıkla ayarlar yaz enter bas,"[""masaüstüne"", ""geç"", ""arama"", ""kutusuna"", ""tıkla"", ""ayarlar"", ""yaz"", ""enter"", ""bas""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""TIKLA"",""TIKLA"",""TIKLA"",""YAZ"",""YAZ"",""ENTER"",""ENTER""]",
CK-3195,tarayıcı_internet,geri dönme önceki sekmeye geç sayfayı yenile erişim ara bağlantıya tıkla pdfi indir,"[""geri"", ""dönme"", ""önceki"", ""sekmeye"", ""geç"", ""sayfayı"", ""yenile"", ""erişim"", ""ara"", ""bağlantıya"", ""tıkla"", ""pdfi"", ""indir""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""YİNELE"",""YİNELE"",""ARA"",""ARA"",""TIKLA"",""TIKLA"",""İNDİR"",""İNDİR""]",
CK-3840,ofis_metin_düzenleme,tablo başlığını kesip sayfanın üstüne yapıştır,"[""tablo"", ""başlığını"", ""kesip"", ""sayfanın"", ""üstüne"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""KES"",""KES"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-2945,dosya_yazılım_geliştirme,kodu silme gereksiz bloğu kes dosyayı kaydet,"[""kodu"", ""silme"", ""gereksiz"", ""bloğu"", ""kes"", ""dosyayı"", ""kaydet""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""KES"",""KES"",""KES"",""KAYDET"",""KAYDET""]",
CK-1619,tarayıcı_internet,gogıl takvim aç etkinliği bul katıl düğmesine tıkla,"[""gogıl"", ""takvim"", ""aç"", ""etkinliği"", ""bul"", ""katıl"", ""düğmesine"", ""tıkla""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""BUL"",""BUL"",""TIKLA"",""TIKLA"",""TIKLA""]",
CK-3680,dosya_yazılım_geliştirme,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,"[""terminalde"", ""git"", ""pull"", ""yaz"", ""enter"", ""bas"", ""çakışma"", ""dosyasını"", ""bul"", ""çıktıyı"", ""yazdır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""YAZ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""BUL"",""BUL"",""BUL"",""YAZDIR"",""YAZDIR""]",
CK-2395,dosya_yazılım_geliştirme,çakışma dosyasını aç benim sürümümü seç değişiklikleri kaydet,"[""çakışma"", ""dosyasını"", ""aç"", ""benim"", ""sürümümü"", ""seç"", ""değişiklikleri"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""KAYDET"",""KAYDET""]",
CK-3139,ofis_metin_düzenleme,bunu seçmeden önce terimi ara bulduğunu kopyala,"[""bunu"", ""seçmeden"", ""önce"", ""terimi"", ""ara"", ""bulduğunu"", ""kopyala""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""ARA"",""ARA"",""KOPYALA"",""KOPYALA""]",
CK-2406,temel_bilgisayar,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,"[""şu"", ""bilgisayarın"", ""köşesindeki"", ""klasörü"", ""aç"", ""içindekilerden"", ""raporu"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""O"",""SEÇ"",""SEÇ""]",
CK-3093,temel_bilgisayar,ekranı kapatma uygulamaya geç pencereyi büyüt sesi azalt uyarıyı kapat ve enter bas,"[""ekranı"", ""kapatma"", ""uygulamaya"", ""geç"", ""pencereyi"", ""büyüt"", ""sesi"", ""azalt"", ""uyarıyı"", ""kapat"", ""ve"", ""enter"", ""bas""]","[""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""GEÇ"",""GEÇ"",""BÜYÜT"",""BÜYÜT"",""AZALT"",""AZALT"",""KAPAT"",""KAPAT"",""O"",""ENTER"",""ENTER""]",
CK-1473,temel_bilgisayar,dosyayı seçip keserek yedek klasörüne yapıştır,"[""dosyayı"", ""seçip"", ""keserek"", ""yedek"", ""klasörüne"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-2657,tarayıcı_internet,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,"[""okuma"", ""modunu"", ""aç"", ""yazı"", ""boyutunu"", ""artır"", ""sayfayı"", ""yukarı"", ""kaydır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""ARTIR"",""ARTIR"",""ARTIR"",""KAYDIR"",""KAYDIR"",""KAYDIR""]",
CK-2092,dosya_yazılım_geliştirme,kod bloğunu seçip keserek yardımcı dosyaya yapıştır,"[""kod"", ""bloğunu"", ""seçip"", ""keserek"", ""yardımcı"", ""dosyaya"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-2871,temel_bilgisayar,dosyayı silme klasörü aç dosyayı seç kopyala kapat,"[""dosyayı"", ""silme"", ""klasörü"", ""aç"", ""dosyayı"", ""seç"", ""kopyala"", ""kapat""]","[""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK""]","[""O"",""O"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""KOPYALA"",""KAPAT""]",
CK-2134,tarayıcı_internet,indirme sayfasını aç en son indirilen dosyayı seç klasörde göster düğmesine tıkla,"[""indirme"", ""sayfasını"", ""aç"", ""en"", ""son"", ""indirilen"", ""dosyayı"", ""seç"", ""klasörde"", ""göster"", ""düğmesine"", ""tıkla""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""DİĞER"",""DİĞER"",""TIKLA"",""TIKLA"",""TIKLA"",""TIKLA""]",
CK-1228,dosya_yazılım_geliştirme,src klasörüne git api dosyasını bul aç endpoint değiştir,"[""src"", ""klasörüne"", ""git"", ""api"", ""dosyasını"", ""bul"", ""aç"", ""endpoint"", ""değiştir""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK""]","[""GİT"",""GİT"",""GİT"",""BUL"",""BUL"",""BUL"",""AÇ"",""DEĞİŞTİR"",""DEĞİŞTİR""]",
CK-2089,dosya_yazılım_geliştirme,ya dosya ağacına geç bi env dosyasını bul sonra dosyayı aç,"[""ya"", ""dosya"", ""ağacına"", ""geç"", ""bi"", ""env"", ""dosyasını"", ""bul"", ""sonra"", ""dosyayı"", ""aç""]","[""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""GEÇ"",""GEÇ"",""GEÇ"",""O"",""BUL"",""BUL"",""BUL"",""O"",""AÇ"",""AÇ""]",
CK-3184,dosya_yazılım_geliştirme,projeyi aç src klasörüne geç yeni dosya oluştur adını api yap,"[""projeyi"", ""aç"", ""src"", ""klasörüne"", ""geç"", ""yeni"", ""dosya"", ""oluştur"", ""adını"", ""api"", ""yap""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""GEÇ"",""GEÇ"",""GEÇ"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR""]",
CK-3368,ofis_metin_düzenleme,yeni belge oluştur adını yaz kaydet,"[""yeni"", ""belge"", ""oluştur"", ""adını"", ""yaz"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YAZ"",""YAZ"",""KAYDET""]",
CK-3292,dosya_yazılım_geliştirme,terminali aç npm run test yaz enter bas,"[""terminali"", ""aç"", ""npm"", ""run"", ""test"", ""yaz"", ""enter"", ""bas""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER""]",
CK-1555,temel_bilgisayar,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,"[""bluetooth"", ""ayarını"", ""aç"", ""cihaz"", ""listesini"", ""kaydır"", ""kulaklığı"", ""bul"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""KAYDIR"",""KAYDIR"",""KAYDIR"",""BUL"",""BUL"",""SEÇ""]",
CK-3861,dosya_yazılım_geliştirme,git commit gönderme sadece değişen dosyaları listele,"[""git"", ""commit"", ""gönderme"", ""sadece"", ""değişen"", ""dosyaları"", ""listele""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""DİĞER"",""DİĞER"",""DİĞER""]",
CK-2612,temel_bilgisayar,pano geçmişini aç son metni seç buraya yapıştır,"[""pano"", ""geçmişini"", ""aç"", ""son"", ""metni"", ""seç"", ""buraya"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-3521,temel_bilgisayar,ekran parlaklığını artır ses seviyesini azalt sonra bildirimi kapat,"[""ekran"", ""parlaklığını"", ""artır"", ""ses"", ""seviyesini"", ""azalt"", ""sonra"", ""bildirimi"", ""kapat""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""ARTIR"",""ARTIR"",""ARTIR"",""AZALT"",""AZALT"",""AZALT"",""O"",""KAPAT"",""KAPAT""]",
CK-3381,dosya_yazılım_geliştirme,config dosyasını yeniden adlandır,"[""config"", ""dosyasını"", ""yeniden"", ""adlandır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR""]",
CK-1827,tarayıcı_internet,dosyayı indirme önce hedef klasörü seç sonra indir,"[""dosyayı"", ""indirme"", ""önce"", ""hedef"", ""klasörü"", ""seç"", ""sonra"", ""indir""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK""]","[""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""O"",""İNDİR""]",
CK-2987,dosya_yazılım_geliştirme,terminalde python app py yaz enter bas çıktıyı kopyala mesaja gönder,"[""terminalde"", ""python"", ""app"", ""py"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""kopyala"", ""mesaja"", ""gönder""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""KOPYALA"",""KOPYALA"",""GÖNDER"",""GÖNDER""]",
CK-2121,temel_bilgisayar,ayarlar uygulamasını aç erişilebilirlik bölümüne git imleç boyutunu artır,"[""ayarlar"", ""uygulamasını"", ""aç"", ""erişilebilirlik"", ""bölümüne"", ""git"", ""imleç"", ""boyutunu"", ""artır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""GİT"",""GİT"",""GİT"",""ARTIR"",""ARTIR"",""ARTIR""]",
CK-3351,tarayıcı_internet,yeni sekme aç adres çubuğuna geç siteyi yaz enter bas sayfayı kaydır,"[""yeni"", ""sekme"", ""aç"", ""adres"", ""çubuğuna"", ""geç"", ""siteyi"", ""yaz"", ""enter"", ""bas"", ""sayfayı"", ""kaydır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""GEÇ"",""GEÇ"",""GEÇ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""KAYDIR"",""KAYDIR""]",
CK-3793,tarayıcı_internet,yanlış sayfa açıldı geri git ve aramayı yinele,"[""yanlış"", ""sayfa"", ""açıldı"", ""geri"", ""git"", ""ve"", ""aramayı"", ""yinele""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""GİT"",""GİT"",""O"",""YİNELE"",""YİNELE""]",
CK-1493,ofis_metin_düzenleme,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,"[""çalışma"", ""sayfasını"", ""aç"", ""ardından"", ""not"", ""sütununu"", ""seç"", ""ve"", ""açıklama"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""O"",""YAZ"",""YAZ""]",
CK-1276,tarayıcı_internet,pdfyi aç sayfada aşağı in tabloyu bul seç,"[""pdfyi"", ""aç"", ""sayfada"", ""aşağı"", ""in"", ""tabloyu"", ""bul"", ""seç""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""KAYDIR"",""KAYDIR"",""KAYDIR"",""BUL"",""BUL"",""SEÇ""]",
CK-1273,ofis_metin_düzenleme,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,"[""excel"", ""aç"", ""veri"", ""aralığını"", ""seç"", ""grafik"", ""oluştur"", ""başlık"", ""yaz"", ""kaydet""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YAZ"",""YAZ"",""KAYDET""]",
CK-2025,temel_bilgisayar,ekran görüntüsü aracını aç dikdörtgen alanı seç görüntüyü kaydet,"[""ekran"", ""görüntüsü"", ""aracını"", ""aç"", ""dikdörtgen"", ""alanı"", ""seç"", ""görüntüyü"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""KAYDET"",""KAYDET""]",
CK-3733,temel_bilgisayar,klasördeki son indirilen öğeyi bul ve klasörde göster,"[""klasördeki"", ""son"", ""indirilen"", ""öğeyi"", ""bul"", ""ve"", ""klasörde"", ""göster""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""BUL"",""BUL"",""BUL"",""BUL"",""BUL"",""O"",""DİĞER"",""DİĞER""]",
CK-2970,temel_bilgisayar,pencereyi büyütsene parlaklığı azalt bir de diğer uygulamaya geç açılır uyarıyı kapat,"[""pencereyi"", ""büyütsene"", ""parlaklığı"", ""azalt"", ""bir"", ""de"", ""diğer"", ""uygulamaya"", ""geç"", ""açılır"", ""uyarıyı"", ""kapat""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""BÜYÜT"",""BÜYÜT"",""AZALT"",""AZALT"",""O"",""O"",""GEÇ"",""GEÇ"",""GEÇ"",""KAPAT"",""KAPAT"",""KAPAT""]",
CK-2902,dosya_yazılım_geliştirme,terminali aç komutu yaz enter bas hatayı bul logu kaydet,"[""terminali"", ""aç"", ""komutu"", ""yaz"", ""enter"", ""bas"", ""hatayı"", ""bul"", ""logu"", ""kaydet""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""BUL"",""BUL"",""KAYDET"",""KAYDET""]",
CK-1701,ofis_metin_düzenleme,vördde değişiklik izini aç kabul edilenleri bul kaydetti,"[""vördde"", ""değişiklik"", ""izini"", ""aç"", ""kabul"", ""edilenleri"", ""bul"", ""kaydetti""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""BUL"",""BUL"",""BUL"",""KAYDET""]",
CK-2577,dosya_yazılım_geliştirme,terminali açma dur mevcut terminale geç npm run test yaz,"[""terminali"", ""açma"", ""dur"", ""mevcut"", ""terminale"", ""geç"", ""npm"", ""run"", ""test"", ""yaz""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""GEÇ"",""GEÇ"",""GEÇ"",""YAZ"",""YAZ"",""YAZ"",""YAZ""]",
CK-1878,ofis_metin_düzenleme,metni seç kes hedef kutuya yapıştır,"[""metni"", ""seç"", ""kes"", ""hedef"", ""kutuya"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-3789,tarayıcı_internet,açık sekmeleri listele ve içinde başvuru geçeni bul,"[""açık"", ""sekmeleri"", ""listele"", ""ve"", ""içinde"", ""başvuru"", ""geçeni"", ""bul""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""DİĞER"",""DİĞER"",""DİĞER"",""O"",""BUL"",""BUL"",""BUL"",""BUL""]",
