id,domain,raw_command,tokens,annotator_boundary_labels,annotator_task_token_labels,notes
CK-1739,ofis_metin_düzenleme,grafiği kopyalama yok veri etiketini seç rengini değiştir,"[""grafiği"", ""kopyalama"", ""yok"", ""veri"", ""etiketini"", ""seç"", ""rengini"", ""değiştir""]",,,
CK-2038,tarayıcı_internet,yükleme penceresini açarak ek dosyayı seçip sisteme yükle,"[""yükleme"", ""penceresini"", ""açarak"", ""ek"", ""dosyayı"", ""seçip"", ""sisteme"", ""yükle""]",,,
CK-2311,temel_bilgisayar,ayarlar penceresini açıp erişilebilirlik bölümüne giderek kontrastı artır,"[""ayarlar"", ""penceresini"", ""açıp"", ""erişilebilirlik"", ""bölümüne"", ""giderek"", ""kontrastı"", ""artır""]",,,
CK-3299,dosya_yazılım_geliştirme,src klasörüne geç servis dosyası oluştur adını auth yap kaydet,"[""src"", ""klasörüne"", ""geç"", ""servis"", ""dosyası"", ""oluştur"", ""adını"", ""auth"", ""yap"", ""kaydet""]",,,
CK-2654,tarayıcı_internet,arama sonucu sayfasını yenileme dur ikinci başlığı seç,"[""arama"", ""sonucu"", ""sayfasını"", ""yenileme"", ""dur"", ""ikinci"", ""başlığı"", ""seç""]",,,
CK-2536,tarayıcı_internet,şu sağ üstteki menüyü açarak çeviri seçeneğine gidip Türkçe seç,"[""şu"", ""sağ"", ""üstteki"", ""menüyü"", ""açarak"", ""çeviri"", ""seçeneğine"", ""gidip"", ""Türkçe"", ""seç""]",,,
CK-2391,dosya_yazılım_geliştirme,komut paletini aç format yaz ilk seçeneği seç kaydet,"[""komut"", ""paletini"", ""aç"", ""format"", ""yaz"", ""ilk"", ""seçeneği"", ""seç"", ""kaydet""]",,,
CK-3552,tarayıcı_internet,adres satırına geç mevcut adresi seç sil yeni adresi yapıştır enter bas,"[""adres"", ""satırına"", ""geç"", ""mevcut"", ""adresi"", ""seç"", ""sil"", ""yeni"", ""adresi"", ""yapıştır"", ""enter"", ""bas""]",,,
CK-3048,dosya_yazılım_geliştirme,src içine geçelim yeni deneme dosyası oluşturalım,"[""src"", ""içine"", ""geçelim"", ""yeni"", ""deneme"", ""dosyası"", ""oluşturalım""]",,,
CK-2415,temel_bilgisayar,dosyayı silme dur dosyayı seç adını kopyala,"[""dosyayı"", ""silme"", ""dur"", ""dosyayı"", ""seç"", ""adını"", ""kopyala""]",,,
CK-3711,temel_bilgisayar,imleç boyutunu büyük yapma orta ayara getir,"[""imleç"", ""boyutunu"", ""büyük"", ""yapma"", ""orta"", ""ayara"", ""getir""]",,,
CK-2762,ofis_metin_düzenleme,Excelde seçili aralığı kesmeden aralığı seç yeni sayfaya taşı,"[""Excelde"", ""seçili"", ""aralığı"", ""kesmeden"", ""aralığı"", ""seç"", ""yeni"", ""sayfaya"", ""taşı""]",,,
CK-1211,temel_bilgisayar,klasörü sil yok hayır silme adını arşiv yap ve kaydet,"[""klasörü"", ""sil"", ""yok"", ""hayır"", ""silme"", ""adını"", ""arşiv"", ""yap"", ""ve"", ""kaydet""]",,,
CK-3550,tarayıcı_internet,yeni sekme aç üniversite sitesine git duyurular kelimesini ara,"[""yeni"", ""sekme"", ""aç"", ""üniversite"", ""sitesine"", ""git"", ""duyurular"", ""kelimesini"", ""ara""]",,,
CK-2931,temel_bilgisayar,şu uyarı metnini kopyala ama buraya yapıştırma yerine panoya yapıştır,"[""şu"", ""uyarı"", ""metnini"", ""kopyala"", ""ama"", ""buraya"", ""yapıştırma"", ""yerine"", ""panoya"", ""yapıştır""]",,,
CK-3412,temel_bilgisayar,imleci sağa kaydır boşluk bırak,"[""imleci"", ""sağa"", ""kaydır"", ""boşluk"", ""bırak""]",,,
CK-1853,tarayıcı_internet,şu form alanına ad soyad yaz gönder,"[""şu"", ""form"", ""alanına"", ""ad"", ""soyad"", ""yaz"", ""gönder""]",,,
CK-2928,temel_bilgisayar,şu pencereyi küçültür müsün bir de sesi azıcık azalt,"[""şu"", ""pencereyi"", ""küçültür"", ""müsün"", ""bir"", ""de"", ""sesi"", ""azıcık"", ""azalt""]",,,
CK-3499,dosya_yazılım_geliştirme,terminali kapat paketi indir kurulumu yinele raporu gönder,"[""terminali"", ""kapat"", ""paketi"", ""indir"", ""kurulumu"", ""yinele"", ""raporu"", ""gönder""]",,,
CK-1287,temel_bilgisayar,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,"[""ayarları"", ""açıp"", ""klavye"", ""bölümüne"", ""giderek"", ""tekrar"", ""hızını"", ""azalt""]",,,
CK-3701,dosya_yazılım_geliştirme,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,"[""terminal"", ""sekmesine"", ""geç"", ""pip"", ""install"", ""komutunu"", ""yaz"", ""boşluk"", ""bırak"", ""paket"", ""adını"", ""yapıştır"", ""enter"", ""bas""]",,,
CK-2356,ofis_metin_düzenleme,sunumda üçüncü slayta geç sağdaki görseli seç biraz küçült,"[""sunumda"", ""üçüncü"", ""slayta"", ""geç"", ""sağdaki"", ""görseli"", ""seç"", ""biraz"", ""küçült""]",,,
CK-2401,dosya_yazılım_geliştirme,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,"[""terminalde"", ""son"", ""komutu"", ""yinele"", ""hata"", ""çıkarsa"", ""çıktıyı"", ""seç"", ""kopyala""]",,,
CK-1892,temel_bilgisayar,imleç boyutunu artır kontrast değerini artır ayarı kaydet,"[""imleç"", ""boyutunu"", ""artır"", ""kontrast"", ""değerini"", ""artır"", ""ayarı"", ""kaydet""]",,,
CK-2319,temel_bilgisayar,denetim masasını aç fare ayarlarına git işaretçi hızını azalt,"[""denetim"", ""masasını"", ""aç"", ""fare"", ""ayarlarına"", ""git"", ""işaretçi"", ""hızını"", ""azalt""]",,,
CK-3267,ofis_metin_düzenleme,notun sonuna boşluk bırak açıklama yaz gönder,"[""notun"", ""sonuna"", ""boşluk"", ""bırak"", ""açıklama"", ""yaz"", ""gönder""]",,,
CK-2838,ofis_metin_düzenleme,başlığı seçme ikinci paragrafı seç ve keser misin,"[""başlığı"", ""seçme"", ""ikinci"", ""paragrafı"", ""seç"", ""ve"", ""keser"", ""misin""]",,,
CK-1589,tarayıcı_internet,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,"[""ya"", ""bi"", ""önceki"", ""sekmeye"", ""geçip"", ""şu"", ""onay"", ""kutusuna"", ""tıkla""]",,,
CK-2195,dosya_yazılım_geliştirme,terminale giti statüs yaz değişen dosyaları seç komiti gönder,"[""terminale"", ""giti"", ""statüs"", ""yaz"", ""değişen"", ""dosyaları"", ""seç"", ""komiti"", ""gönder""]",,,
CK-3889,dosya_yazılım_geliştirme,proje klasöründe temp_outputs diye yeni klasör oluştur,"[""proje"", ""klasöründe"", ""temp_outputs"", ""diye"", ""yeni"", ""klasör"", ""oluştur""]",,,
CK-1765,temel_bilgisayar,paylaşım penceresini açıp alıcıyı yazarak gönder,"[""paylaşım"", ""penceresini"", ""açıp"", ""alıcıyı"", ""yazarak"", ""gönder""]",,,
CK-1248,ofis_metin_düzenleme,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,"[""çalışma"", ""kitabını"", ""aç"", ""ardından"", ""sonuç"", ""sütununu"", ""seç"", ""ve"", ""formülü"", ""aşağı"", ""kopyala""]",,,
CK-3628,tarayıcı_internet,önceki sekmeye geç içerik orada kaldı,"[""önceki"", ""sekmeye"", ""geç"", ""içerik"", ""orada"", ""kaldı""]",,,
CK-2707,temel_bilgisayar,dosyayı açma sadece adını göster,"[""dosyayı"", ""açma"", ""sadece"", ""adını"", ""göster""]",,,
CK-1658,tarayıcı_internet,adres satırını seç gizli mod yaz enter bas,"[""adres"", ""satırını"", ""seç"", ""gizli"", ""mod"", ""yaz"", ""enter"", ""bas""]",,,
CK-3274,ofis_metin_düzenleme,dipnotu bul cümleyi seç kes alta yapıştır,"[""dipnotu"", ""bul"", ""cümleyi"", ""seç"", ""kes"", ""alta"", ""yapıştır""]",,,
CK-2545,tarayıcı_internet,önceki sekmeye geç form alanını seç boşluğu sil,"[""önceki"", ""sekmeye"", ""geç"", ""form"", ""alanını"", ""seç"", ""boşluğu"", ""sil""]",,,
CK-1879,temel_bilgisayar,dosyayı seç kes arşiv klasörüne yapıştır,"[""dosyayı"", ""seç"", ""kes"", ""arşiv"", ""klasörüne"", ""yapıştır""]",,,
CK-2584,dosya_yazılım_geliştirme,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,"[""test"", ""klasöründe"", ""yeni"", ""dosya"", ""oluştur"", ""adını"", ""login_test.py"", ""yap"", ""içine"", ""taslak"", ""yaz"", ""kaydet""]",,,
CK-2717,temel_bilgisayar,geri dönüşüm kutusuna git son silinen öğeyi seç geri yükle,"[""geri"", ""dönüşüm"", ""kutusuna"", ""git"", ""son"", ""silinen"", ""öğeyi"", ""seç"", ""geri"", ""yükle""]",,,
CK-1869,ofis_metin_düzenleme,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,"[""başlık"", ""alanına"", ""eller"", ""serbest"", ""bilgisayar"", ""etkileşimi"", ""pilot"", ""çalışması"", ""yaz"", ""kaydet""]",,,
CK-2184,dosya_yazılım_geliştirme,git panelini aç değişen dosyaları seç commit mesajını yaz gönder,"[""git"", ""panelini"", ""aç"", ""değişen"", ""dosyaları"", ""seç"", ""commit"", ""mesajını"", ""yaz"", ""gönder""]",,,
CK-3188,dosya_yazılım_geliştirme,klasörü taşıma boş klasör oluştur adını temp yap aç kaydet,"[""klasörü"", ""taşıma"", ""boş"", ""klasör"", ""oluştur"", ""adını"", ""temp"", ""yap"", ""aç"", ""kaydet""]",,,
CK-1905,ofis_metin_düzenleme,vörd belgesinde yazdır menüsünü aç sayfa aralığını yaz yazdırı tıkla,"[""vörd"", ""belgesinde"", ""yazdır"", ""menüsünü"", ""aç"", ""sayfa"", ""aralığını"", ""yaz"", ""yazdırı"", ""tıkla""]",,,
CK-1350,ofis_metin_düzenleme,sunum görünümünü aç ardından konuşmacı notlarına geç ve süre bilgisini yaz,"[""sunum"", ""görünümünü"", ""aç"", ""ardından"", ""konuşmacı"", ""notlarına"", ""geç"", ""ve"", ""süre"", ""bilgisini"", ""yaz""]",,,
CK-2364,ofis_metin_düzenleme,tabloda boş hücreyi seç eşittir ortalama yaz enter tuşuna bas,"[""tabloda"", ""boş"", ""hücreyi"", ""seç"", ""eşittir"", ""ortalama"", ""yaz"", ""enter"", ""tuşuna"", ""bas""]",,,
CK-3794,tarayıcı_internet,tarayıcıdaki büyütmeyi 100 yap sonra sayfayı yenile,"[""tarayıcıdaki"", ""büyütmeyi"", ""100"", ""yap"", ""sonra"", ""sayfayı"", ""yenile""]",,,
CK-2760,ofis_metin_düzenleme,slayt notlarına geç konuşmacı notunu büyüt,"[""slayt"", ""notlarına"", ""geç"", ""konuşmacı"", ""notunu"", ""büyüt""]",,,
CK-2963,dosya_yazılım_geliştirme,terminalde npm test yaz enter a bas çıktıyı sohbete gönder,"[""terminalde"", ""npm"", ""test"", ""yaz"", ""enter"", ""a"", ""bas"", ""çıktıyı"", ""sohbete"", ""gönder""]",,,
CK-3135,tarayıcı_internet,formu göndermeyelim dosyayı yükle önizlemeyi aç,"[""formu"", ""göndermeyelim"", ""dosyayı"", ""yükle"", ""önizlemeyi"", ""aç""]",,,
CK-3208,temel_bilgisayar,açık olan pencereye geçsek iyi olur,"[""açık"", ""olan"", ""pencereye"", ""geçsek"", ""iyi"", ""olur""]",,,
CK-3268,ofis_metin_düzenleme,tabloyu seçelim mi rengini değiştirelim mi,"[""tabloyu"", ""seçelim"", ""mi"", ""rengini"", ""değiştirelim"", ""mi""]",,,
CK-2780,dosya_yazılım_geliştirme,READMEde bağlantılar kısmını bul,"[""READMEde"", ""bağlantılar"", ""kısmını"", ""bul""]",,,
CK-3822,ofis_metin_düzenleme,belgedeki çift boşlukları tek boşluğa çevir,"[""belgedeki"", ""çift"", ""boşlukları"", ""tek"", ""boşluğa"", ""çevir""]",,,
