id,domain,task_count,raw_command,token_index,token,gold_boundary_label,gold_task_token_label
CK-2557,ofis_metin_düzenleme,2,vörd belgesinde kaynakça başlığını bul altındaki satırı seç,5,altındaki,B-TASK,SEÇ
CK-2557,ofis_metin_düzenleme,2,vörd belgesinde kaynakça başlığını bul altındaki satırı seç,6,satırı,I-TASK,SEÇ
CK-2557,ofis_metin_düzenleme,2,vörd belgesinde kaynakça başlığını bul altındaki satırı seç,7,seç,I-TASK,SEÇ
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,0,slayt,B-TASK,AÇ
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,1,geçişini,I-TASK,AÇ
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,2,aç,I-TASK,AÇ
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,3,solma,B-TASK,SEÇ
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,4,efektini,I-TASK,SEÇ
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,5,seç,I-TASK,SEÇ
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,6,önizle,B-TASK,DİĞER
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,0,tablo,B-TASK,SEÇ
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,1,başlığını,I-TASK,SEÇ
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,2,seç,I-TASK,SEÇ
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,3,rengini,B-TASK,DEĞİŞTİR
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,4,değiştir,I-TASK,DEĞİŞTİR
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,5,dosyayı,B-TASK,KAYDET
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,6,kaydet,I-TASK,KAYDET
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,7,yazdırma,B-TASK,AÇ
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,8,önizlemesini,I-TASK,AÇ
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,9,aç,I-TASK,AÇ
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,0,terminali,O,O
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,1,açma,O,O
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,2,dur,O,O
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,3,mevcut,B-TASK,GEÇ
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,4,terminale,I-TASK,GEÇ
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,5,geç,I-TASK,GEÇ
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,6,npm,B-TASK,YAZ
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,7,run,I-TASK,YAZ
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,8,test,I-TASK,YAZ
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,9,yaz,I-TASK,YAZ
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,0,test,O,O
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,1,klasöründe,O,O
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,2,yeni,B-TASK,YENİ_OLUŞTUR
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,3,dosya,I-TASK,YENİ_OLUŞTUR
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,4,oluştur,I-TASK,YENİ_OLUŞTUR
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,5,adını,B-TASK,YENİDEN_ADLANDIR
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,6,login_test.py,I-TASK,YENİDEN_ADLANDIR
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,7,yap,I-TASK,YENİDEN_ADLANDIR
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,8,içine,B-TASK,YAZ
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,9,taslak,I-TASK,YAZ
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,10,yaz,I-TASK,YAZ
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,11,kaydet,B-TASK,KAYDET
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,0,terminal,O,O
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,1,çıktısında,O,O
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,2,failed,B-TASK,BUL
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,3,kelimesini,I-TASK,BUL
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,4,bul,I-TASK,BUL
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,5,o,B-TASK,SEÇ
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,6,satırı,I-TASK,SEÇ
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,7,seç,I-TASK,SEÇ
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,8,kopyala,B-TASK,KOPYALA
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,0,package,B-TASK,AÇ
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,1,dosyasını,I-TASK,AÇ
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,2,aç,I-TASK,AÇ
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,3,script,B-TASK,GİT
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,4,bölümüne,I-TASK,GİT
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,5,git,I-TASK,GİT
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,6,test,B-TASK,DEĞİŞTİR
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,7,komutunu,I-TASK,DEĞİŞTİR
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,8,değiştir,I-TASK,DEĞİŞTİR
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,9,dosyayı,B-TASK,KAYDET
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,10,kaydet,I-TASK,KAYDET
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,0,dosya,B-TASK,AÇ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,1,aramasını,I-TASK,AÇ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,2,aç,I-TASK,AÇ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,3,helper,B-TASK,YAZ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,4,yaz,I-TASK,YAZ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,5,çıkan,B-TASK,AÇ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,6,sonucu,I-TASK,AÇ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,7,sağ,I-TASK,AÇ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,8,tarafta,I-TASK,AÇ
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,9,aç,I-TASK,AÇ
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,0,ya,O,O
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,1,alttaki,B-TASK,TIKLA
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,2,ses,I-TASK,TIKLA
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,3,simgesine,I-TASK,TIKLA
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,4,tıklar,I-TASK,TIKLA
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,5,mısın,I-TASK,TIKLA
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,6,uygulama,B-TASK,ARTIR
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,7,sesini,I-TASK,ARTIR
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,8,biraz,I-TASK,ARTIR
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,9,artır,I-TASK,ARTIR
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,0,şey,O,O
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,1,parlaklık,O,O
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,2,fazla,O,O
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,3,oldu,O,O
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,4,parlaklığı,B-TASK,AZALT
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,5,azalt,I-TASK,AZALT
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,6,büyüteci,B-TASK,AÇ
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,7,aç,I-TASK,AÇ
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,0,pano,B-TASK,AÇ
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,1,geçmişini,I-TASK,AÇ
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,2,aç,I-TASK,AÇ
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,3,son,B-TASK,SEÇ
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,4,metni,I-TASK,SEÇ
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,5,seç,I-TASK,SEÇ
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,6,buraya,B-TASK,YAPIŞTIR
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,7,yapıştır,I-TASK,YAPIŞTIR
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,0,pil,B-TASK,TIKLA
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,1,simgesine,I-TASK,TIKLA
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,2,tıkla,I-TASK,TIKLA
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,3,güç,O,O
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,4,modunu,O,O
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,5,değiştirme,O,O
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,6,sadece,O,O
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,7,tasarrufu,B-TASK,ARTIR
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,8,artır,I-TASK,ARTIR
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,0,bu,O,O
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,1,uyarı,O,O
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,2,sürekli,O,O
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,3,çıkıyor,O,O
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,4,ya,O,O
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,5,ayrıntılarına,B-TASK,TIKLA
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,6,tıkla,I-TASK,TIKLA
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,0,şu,O,O
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,1,klasörün,O,O
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,2,önizlemesini,O,O
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,3,açmadan,O,O
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,4,önce,O,O
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,5,klasörü,B-TASK,SEÇ
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,6,seçer,I-TASK,SEÇ
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,7,misin,I-TASK,SEÇ
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,0,denetim,B-TASK,AÇ
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,1,masasını,I-TASK,AÇ
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,2,aç,I-TASK,AÇ
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,3,fare,B-TASK,GİT
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,4,ayarlarına,I-TASK,GİT
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,5,git,I-TASK,GİT
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,6,işaretçi,B-TASK,KAPAT
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,7,izini,I-TASK,KAPAT
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,8,kapat,I-TASK,KAPAT
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,0,sayfayı,B-TASK,KAYDIR
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,1,aşağı,I-TASK,KAYDIR
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,2,kaydır,I-TASK,KAYDIR
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,3,PDF,B-TASK,SEÇ
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,4,bağlantısını,I-TASK,SEÇ
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,5,seç,I-TASK,SEÇ
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,6,indir,B-TASK,İNDİR
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,0,formu,O,O
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,1,gönderme,O,O
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,2,bekle,O,O
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,3,açıklama,B-TASK,SEÇ
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,4,kutusunu,I-TASK,SEÇ
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,5,seç,I-TASK,SEÇ
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,6,kısa,B-TASK,YAZ
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,7,not,I-TASK,YAZ
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,8,yaz,I-TASK,YAZ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,0,site,B-TASK,AÇ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,1,içi,I-TASK,AÇ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,2,aramayı,I-TASK,AÇ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,3,açıp,I-TASK,AÇ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,4,makale,B-TASK,YAZ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,5,başlığı,I-TASK,YAZ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,6,yazdıktan,I-TASK,YAZ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,7,sonra,O,O
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,8,ilk,B-TASK,SEÇ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,9,sonucu,I-TASK,SEÇ
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,10,seç,I-TASK,SEÇ
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,0,sekmeyi,O,O
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,1,kapatma,O,O
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,2,yok,O,O
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,3,sayfa,O,O
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,4,içinde,O,O
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,5,rapor,B-TASK,BUL
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,6,kelimesini,I-TASK,BUL
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,7,bul,I-TASK,BUL
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,0,arama,O,O
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,1,sonucu,O,O
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,2,sayfasını,O,O
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,3,yenileme,O,O
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,4,dur,O,O
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,5,ikinci,B-TASK,SEÇ
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,6,başlığı,I-TASK,SEÇ
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,7,seç,I-TASK,SEÇ
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,0,okuma,B-TASK,AÇ
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,1,modunu,I-TASK,AÇ
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,2,aç,I-TASK,AÇ
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,3,yazı,B-TASK,ARTIR
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,4,boyutunu,I-TASK,ARTIR
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,5,artır,I-TASK,ARTIR
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,6,sayfayı,B-TASK,KAYDIR
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,7,yukarı,I-TASK,KAYDIR
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,8,kaydır,I-TASK,KAYDIR
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,0,başlığı,O,O
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,1,silme,O,O
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,2,dur,O,O
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,3,başlığı,B-TASK,SEÇ
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,4,seç,I-TASK,SEÇ
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,5,altına,B-TASK,BOŞLUK
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,6,iki,I-TASK,BOŞLUK
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,7,boşluk,I-TASK,BOŞLUK
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,8,bırak,I-TASK,BOŞLUK
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,0,PDF,O,O
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,1,formunda,O,O
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,2,imza,B-TASK,GİT
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,3,alanına,I-TASK,GİT
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,4,git,I-TASK,GİT
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,5,tarih,B-TASK,SEÇ
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,6,kutusunu,I-TASK,SEÇ
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,7,seç,I-TASK,SEÇ
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,8,bugünün,B-TASK,YAZ
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,9,tarihini,I-TASK,YAZ
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,10,yaz,I-TASK,YAZ
CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,0,oradaki,O,O
CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,1,boş,B-TASK,SEÇ
CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,2,satırı,I-TASK,SEÇ
CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,3,seçer,I-TASK,SEÇ
CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,4,misin,I-TASK,SEÇ
CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,5,üstüne,B-TASK,BOŞLUK
