id,domain,task_count,raw_command,tokens_json,token_count,annotator_boundary_labels_json,annotator_task_token_labels_json,annotator_note
CK-2286,dosya_yazılım_geliştirme,3,terminaldeki son komutu yinele hata çıkarsa çıktıyı seç kopyala,"[""terminaldeki"", ""son"", ""komutu"", ""yinele"", ""hata"", ""çıkarsa"", ""çıktıyı"", ""seç"", ""kopyala""]",9,,,
CK-2290,dosya_yazılım_geliştirme,2,branchi sil yok hayır yeni branch oluştur adını deneme yap,"[""branchi"", ""sil"", ""yok"", ""hayır"", ""yeni"", ""branch"", ""oluştur"", ""adını"", ""deneme"", ""yap""]",10,,,
CK-2293,dosya_yazılım_geliştirme,4,paket dosyasını aç sürüm numarasını seç bir artır kaydet,"[""paket"", ""dosyasını"", ""aç"", ""sürüm"", ""numarasını"", ""seç"", ""bir"", ""artır"", ""kaydet""]",9,,,
CK-2294,dosya_yazılım_geliştirme,2,terminal çıktısında failed kelimesini bul satırı seç,"[""terminal"", ""çıktısında"", ""failed"", ""kelimesini"", ""bul"", ""satırı"", ""seç""]",7,,,
CK-2304,temel_bilgisayar,2,ekranı kilitle yok hayır sadece bildirim panelini aç rahatsız etmeyin modunu kapat,"[""ekranı"", ""kilitle"", ""yok"", ""hayır"", ""sadece"", ""bildirim"", ""panelini"", ""aç"", ""rahatsız"", ""etmeyin"", ""modunu"", ""kapat""]",12,,,
CK-2305,temel_bilgisayar,3,dosya penceresine geçip sol listedeki belgeler klasörünü açarak son dosyayı seç,"[""dosya"", ""penceresine"", ""geçip"", ""sol"", ""listedeki"", ""belgeler"", ""klasörünü"", ""açarak"", ""son"", ""dosyayı"", ""seç""]",11,,,
CK-2307,temel_bilgisayar,4,masaüstüne git arama kutusunu seç ekran okuyucu yaz enter,"[""masaüstüne"", ""git"", ""arama"", ""kutusunu"", ""seç"", ""ekran"", ""okuyucu"", ""yaz"", ""enter""]",9,,,
CK-2311,temel_bilgisayar,3,ayarlar penceresini açıp erişilebilirlik bölümüne giderek kontrastı artır,"[""ayarlar"", ""penceresini"", ""açıp"", ""erişilebilirlik"", ""bölümüne"", ""giderek"", ""kontrastı"", ""artır""]",8,,,
CK-2319,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi hızını azalt,"[""denetim"", ""masasını"", ""aç"", ""fare"", ""ayarlarına"", ""git"", ""işaretçi"", ""hızını"", ""azalt""]",9,,,
CK-2324,temel_bilgisayar,3,şuradaki takvim bildirimini aç toplantı bağlantısını kopyala bildirimi kapat,"[""şuradaki"", ""takvim"", ""bildirimini"", ""aç"", ""toplantı"", ""bağlantısını"", ""kopyala"", ""bildirimi"", ""kapat""]",9,,,
CK-2332,tarayıcı_internet,3,Google sonuçlarında biraz aşağı kaydır ikinci akademik bağlantıyı aç PDF düğmesine tıkla,"[""Google"", ""sonuçlarında"", ""biraz"", ""aşağı"", ""kaydır"", ""ikinci"", ""akademik"", ""bağlantıyı"", ""aç"", ""PDF"", ""düğmesine"", ""tıkla""]",12,,,
CK-2333,tarayıcı_internet,3,indirme çubuğunu aç en son inen dosyayı klasörde göster sonra pencereyi küçült,"[""indirme"", ""çubuğunu"", ""aç"", ""en"", ""son"", ""inen"", ""dosyayı"", ""klasörde"", ""göster"", ""sonra"", ""pencereyi"", ""küçült""]",12,,,
CK-2336,tarayıcı_internet,3,şu açık sekmede arama alanını bul engelli kullanıcı deneyimi yaz ara,"[""şu"", ""açık"", ""sekmede"", ""arama"", ""alanını"", ""bul"", ""engelli"", ""kullanıcı"", ""deneyimi"", ""yaz"", ""ara""]",11,,,
CK-2338,tarayıcı_internet,3,sayfanın ortasına kaydırıp yorum kutusunu seçerek kısa bir cevap yaz,"[""sayfanın"", ""ortasına"", ""kaydırıp"", ""yorum"", ""kutusunu"", ""seçerek"", ""kısa"", ""bir"", ""cevap"", ""yaz""]",10,,,
CK-2342,tarayıcı_internet,3,video alanına tıkla altyazı düğmesini aç oynatma hızını azalt,"[""video"", ""alanına"", ""tıkla"", ""altyazı"", ""düğmesini"", ""aç"", ""oynatma"", ""hızını"", ""azalt""]",9,,,
CK-2356,ofis_metin_düzenleme,3,sunumda üçüncü slayta geç sağdaki görseli seç biraz küçült,"[""sunumda"", ""üçüncü"", ""slayta"", ""geç"", ""sağdaki"", ""görseli"", ""seç"", ""biraz"", ""küçült""]",9,,,
CK-2362,ofis_metin_düzenleme,2,slaytı çoğaltma yok hayır başlığı seç sadece metnini değiştir,"[""slaytı"", ""çoğaltma"", ""yok"", ""hayır"", ""başlığı"", ""seç"", ""sadece"", ""metnini"", ""değiştir""]",9,,,
CK-2364,ofis_metin_düzenleme,3,tabloda boş hücreyi seç eşittir ortalama yaz enter tuşuna bas,"[""tabloda"", ""boş"", ""hücreyi"", ""seç"", ""eşittir"", ""ortalama"", ""yaz"", ""enter"", ""tuşuna"", ""bas""]",10,,,
CK-2367,ofis_metin_düzenleme,3,seçili satırı kes üstteki boş satıra yapıştır dosyayı kaydet,"[""seçili"", ""satırı"", ""kes"", ""üstteki"", ""boş"", ""satıra"", ""yapıştır"", ""dosyayı"", ""kaydet""]",9,,,
CK-2371,ofis_metin_düzenleme,3,ııı şu kaynakça başlığını bul altındaki paragrafı seç kopyala,"[""ııı"", ""şu"", ""kaynakça"", ""başlığını"", ""bul"", ""altındaki"", ""paragrafı"", ""seç"", ""kopyala""]",9,,,
CK-2378,dosya_yazılım_geliştirme,3,hata panelini açıp ilk uyarıya giderek ilgili satırı seç,"[""hata"", ""panelini"", ""açıp"", ""ilk"", ""uyarıya"", ""giderek"", ""ilgili"", ""satırı"", ""seç""]",9,,,
CK-2381,dosya_yazılım_geliştirme,3,terminali aç python dosyasını çalıştır hata satırını kopyala,"[""terminali"", ""aç"", ""python"", ""dosyasını"", ""çalıştır"", ""hata"", ""satırını"", ""kopyala""]",8,,,
CK-2391,dosya_yazılım_geliştirme,4,komut paletini aç format yaz ilk seçeneği seç kaydet,"[""komut"", ""paletini"", ""aç"", ""format"", ""yaz"", ""ilk"", ""seçeneği"", ""seç"", ""kaydet""]",9,,,
CK-2393,dosya_yazılım_geliştirme,3,şu açık projede Git panelini aç değişen dosyayı seç commit mesajı yaz,"[""şu"", ""açık"", ""projede"", ""Git"", ""panelini"", ""aç"", ""değişen"", ""dosyayı"", ""seç"", ""commit"", ""mesajı"", ""yaz""]",12,,,
CK-2395,dosya_yazılım_geliştirme,3,çakışma dosyasını aç benim sürümümü seç değişiklikleri kaydet,"[""çakışma"", ""dosyasını"", ""aç"", ""benim"", ""sürümümü"", ""seç"", ""değişiklikleri"", ""kaydet""]",8,,,
CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,"[""proje"", ""klasörüne"", ""git"", ""logs"", ""klasörünü"", ""aç"", ""bugünkü"", ""logu"", ""seç""]",9,,,
CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,"[""terminalde"", ""son"", ""komutu"", ""yinele"", ""hata"", ""çıkarsa"", ""çıktıyı"", ""seç"", ""kopyala""]",9,,,
CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,"[""sağ"", ""alttaki"", ""ses"", ""panelini"", ""aç"", ""mikrofonu"", ""seç"", ""seviyeyi"", ""biraz"", ""azalt""]",10,,,
CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,"[""şu"", ""bilgisayarın"", ""köşesindeki"", ""klasörü"", ""aç"", ""içindekilerden"", ""raporu"", ""seç""]",8,,,
CK-2413,temel_bilgisayar,2,şimdilik bu pencere kalsın alttaki ayar kutusuna geç erişilebilirliği aç,"[""şimdilik"", ""bu"", ""pencere"", ""kalsın"", ""alttaki"", ""ayar"", ""kutusuna"", ""geç"", ""erişilebilirliği"", ""aç""]",10,,,
CK-2415,temel_bilgisayar,2,dosyayı silme dur dosyayı seç adını kopyala,"[""dosyayı"", ""silme"", ""dur"", ""dosyayı"", ""seç"", ""adını"", ""kopyala""]",7,,,
CK-2420,temel_bilgisayar,3,büyüteci açarak ekranı büyütüp imleç rengini değiştir,"[""büyüteci"", ""açarak"", ""ekranı"", ""büyütüp"", ""imleç"", ""rengini"", ""değiştir""]",7,,,
CK-2422,temel_bilgisayar,3,arama kutusunu seç büyüteç yaz enter bas,"[""arama"", ""kutusunu"", ""seç"", ""büyüteç"", ""yaz"", ""enter"", ""bas""]",7,,,
CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,"[""aşağıdaki"", ""başvuru"", ""bağlantısına"", ""tıklar"", ""mısın"", ""formun"", ""ilk"", ""alanını"", ""seç""]",9,,,
CK-2431,tarayıcı_internet,2,Google sonuçlarında biraz aşağı kaydır akademik olan bağlantıyı aç,"[""Google"", ""sonuçlarında"", ""biraz"", ""aşağı"", ""kaydır"", ""akademik"", ""olan"", ""bağlantıyı"", ""aç""]",9,,,
CK-2441,tarayıcı_internet,2,arama sonucunu açma pardon başlığı kopyala yeni sekmeye geç,"[""arama"", ""sonucunu"", ""açma"", ""pardon"", ""başlığı"", ""kopyala"", ""yeni"", ""sekmeye"", ""geç""]",9,,,
CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,"[""PowerPoint'te"", ""sağdaki"", ""görseli"", ""seç"", ""biraz"", ""sola"", ""taşı"", ""boyutunu"", ""küçült""]",9,,,
CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,"[""PDF'de"", ""arama"", ""panelini"", ""açıp"", ""imza"", ""yazarak"", ""sonuca"", ""git""]",8,,,
CK-2472,ofis_metin_düzenleme,3,başlığı seç kalın yap altına boşluk ekle,"[""başlığı"", ""seç"", ""kalın"", ""yap"", ""altına"", ""boşluk"", ""ekle""]",7,,,
CK-2485,dosya_yazılım_geliştirme,3,terminal çıktısında failed yazan satırı bul o satırı seç kopyala,"[""terminal"", ""çıktısında"", ""failed"", ""yazan"", ""satırı"", ""bul"", ""o"", ""satırı"", ""seç"", ""kopyala""]",10,,,
CK-2499,dosya_yazılım_geliştirme,3,dosya aramasını aç settings yaz sonucu seç,"[""dosya"", ""aramasını"", ""aç"", ""settings"", ""yaz"", ""sonucu"", ""seç""]",7,,,
CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,"[""yeni"", ""test"", ""dosyası"", ""oluştur"", ""adını"", ""login_test.py"", ""yap""]",7,,,
CK-2524,temel_bilgisayar,3,sağ alttaki pil simgesine tıkla güç modunu seç tasarrufu artır,"[""sağ"", ""alttaki"", ""pil"", ""simgesine"", ""tıkla"", ""güç"", ""modunu"", ""seç"", ""tasarrufu"", ""artır""]",10,,,
CK-2528,tarayıcı_internet,2,Google sonuçlarında üçüncü bağlantıyı açma dur başlığını kopyala yan sekmeye geç,"[""Google"", ""sonuçlarında"", ""üçüncü"", ""bağlantıyı"", ""açma"", ""dur"", ""başlığını"", ""kopyala"", ""yan"", ""sekmeye"", ""geç""]",11,,,
CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,"[""yeni"", ""sekme"", ""aç"", ""site"", ""adresini"", ""yapıştır"", ""enter"", ""bas"", ""sayfayı"", ""aşağı"", ""kaydır""]",11,,,
CK-2536,tarayıcı_internet,3,şu sağ üstteki menüyü açarak çeviri seçeneğine gidip Türkçe seç,"[""şu"", ""sağ"", ""üstteki"", ""menüyü"", ""açarak"", ""çeviri"", ""seçeneğine"", ""gidip"", ""Türkçe"", ""seç""]",10,,,
CK-2545,tarayıcı_internet,3,önceki sekmeye geç form alanını seç boşluğu sil,"[""önceki"", ""sekmeye"", ""geç"", ""form"", ""alanını"", ""seç"", ""boşluğu"", ""sil""]",8,,,
CK-2547,tarayıcı_internet,2,oradaki giriş bağlantısına tıklayıp kullanıcı alanına deneme yaz gönderme,"[""oradaki"", ""giriş"", ""bağlantısına"", ""tıklayıp"", ""kullanıcı"", ""alanına"", ""deneme"", ""yaz"", ""gönderme""]",9,,,
CK-2557,ofis_metin_düzenleme,2,vörd belgesinde kaynakça başlığını bul altındaki satırı seç,"[""vörd"", ""belgesinde"", ""kaynakça"", ""başlığını"", ""bul"", ""altındaki"", ""satırı"", ""seç""]",8,,,
CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,"[""slayt"", ""geçişini"", ""aç"", ""solma"", ""efektini"", ""seç"", ""önizle""]",7,,,
CK-2575,ofis_metin_düzenleme,4,tablo başlığını seç rengini değiştir dosyayı kaydet yazdırma önizlemesini aç,"[""tablo"", ""başlığını"", ""seç"", ""rengini"", ""değiştir"", ""dosyayı"", ""kaydet"", ""yazdırma"", ""önizlemesini"", ""aç""]",10,,,
CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,"[""terminali"", ""açma"", ""dur"", ""mevcut"", ""terminale"", ""geç"", ""npm"", ""run"", ""test"", ""yaz""]",10,,,
CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,"[""test"", ""klasöründe"", ""yeni"", ""dosya"", ""oluştur"", ""adını"", ""login_test.py"", ""yap"", ""içine"", ""taslak"", ""yaz"", ""kaydet""]",12,,,
CK-2585,dosya_yazılım_geliştirme,3,terminal çıktısında failed kelimesini bul o satırı seç kopyala,"[""terminal"", ""çıktısında"", ""failed"", ""kelimesini"", ""bul"", ""o"", ""satırı"", ""seç"", ""kopyala""]",9,,,
CK-2586,dosya_yazılım_geliştirme,4,package dosyasını aç script bölümüne git test komutunu değiştir dosyayı kaydet,"[""package"", ""dosyasını"", ""aç"", ""script"", ""bölümüne"", ""git"", ""test"", ""komutunu"", ""değiştir"", ""dosyayı"", ""kaydet""]",11,,,
CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,"[""dosya"", ""aramasını"", ""aç"", ""helper"", ""yaz"", ""çıkan"", ""sonucu"", ""sağ"", ""tarafta"", ""aç""]",10,,,
CK-2607,temel_bilgisayar,2,ya alttaki ses simgesine tıklar mısın uygulama sesini biraz artır,"[""ya"", ""alttaki"", ""ses"", ""simgesine"", ""tıklar"", ""mısın"", ""uygulama"", ""sesini"", ""biraz"", ""artır""]",10,,,
CK-2609,temel_bilgisayar,2,şey parlaklık fazla oldu parlaklığı azalt büyüteci aç,"[""şey"", ""parlaklık"", ""fazla"", ""oldu"", ""parlaklığı"", ""azalt"", ""büyüteci"", ""aç""]",8,,,
CK-2612,temel_bilgisayar,3,pano geçmişini aç son metni seç buraya yapıştır,"[""pano"", ""geçmişini"", ""aç"", ""son"", ""metni"", ""seç"", ""buraya"", ""yapıştır""]",8,,,
CK-2614,temel_bilgisayar,2,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,"[""pil"", ""simgesine"", ""tıkla"", ""güç"", ""modunu"", ""değiştirme"", ""sadece"", ""tasarrufu"", ""artır""]",9,,,
CK-2618,temel_bilgisayar,1,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,"[""bu"", ""uyarı"", ""sürekli"", ""çıkıyor"", ""ya"", ""ayrıntılarına"", ""tıkla""]",7,,,
CK-2622,temel_bilgisayar,1,şu klasörün önizlemesini açmadan önce klasörü seçer misin,"[""şu"", ""klasörün"", ""önizlemesini"", ""açmadan"", ""önce"", ""klasörü"", ""seçer"", ""misin""]",8,,,
CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,"[""denetim"", ""masasını"", ""aç"", ""fare"", ""ayarlarına"", ""git"", ""işaretçi"", ""izini"", ""kapat""]",9,,,
CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,"[""sayfayı"", ""aşağı"", ""kaydır"", ""PDF"", ""bağlantısını"", ""seç"", ""indir""]",7,,,
CK-2638,tarayıcı_internet,2,formu gönderme bekle açıklama kutusunu seç kısa not yaz,"[""formu"", ""gönderme"", ""bekle"", ""açıklama"", ""kutusunu"", ""seç"", ""kısa"", ""not"", ""yaz""]",9,,,
CK-2641,tarayıcı_internet,3,site içi aramayı açıp makale başlığı yazdıktan sonra ilk sonucu seç,"[""site"", ""içi"", ""aramayı"", ""açıp"", ""makale"", ""başlığı"", ""yazdıktan"", ""sonra"", ""ilk"", ""sonucu"", ""seç""]",11,,,
CK-2652,tarayıcı_internet,1,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,"[""sekmeyi"", ""kapatma"", ""yok"", ""sayfa"", ""içinde"", ""rapor"", ""kelimesini"", ""bul""]",8,,,
CK-2654,tarayıcı_internet,1,arama sonucu sayfasını yenileme dur ikinci başlığı seç,"[""arama"", ""sonucu"", ""sayfasını"", ""yenileme"", ""dur"", ""ikinci"", ""başlığı"", ""seç""]",8,,,
CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,"[""okuma"", ""modunu"", ""aç"", ""yazı"", ""boyutunu"", ""artır"", ""sayfayı"", ""yukarı"", ""kaydır""]",9,,,
CK-2659,ofis_metin_düzenleme,2,başlığı silme dur başlığı seç altına iki boşluk bırak,"[""başlığı"", ""silme"", ""dur"", ""başlığı"", ""seç"", ""altına"", ""iki"", ""boşluk"", ""bırak""]",9,,,
CK-2662,ofis_metin_düzenleme,3,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,"[""PDF"", ""formunda"", ""imza"", ""alanına"", ""git"", ""tarih"", ""kutusunu"", ""seç"", ""bugünün"", ""tarihini"", ""yaz""]",11,,,
CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,"[""oradaki"", ""boş"", ""satırı"", ""seçer"", ""misin"", ""üstüne"", ""bir"", ""boşluk"", ""bırak""]",9,,,
CK-2675,ofis_metin_düzenleme,2,Excel tablosunda D sütununu seç genişliğini biraz artır,"[""Excel"", ""tablosunda"", ""D"", ""sütununu"", ""seç"", ""genişliğini"", ""biraz"", ""artır""]",8,,,
CK-2683,dosya_yazılım_geliştirme,2,VS Code'da sol ağaçtan services klasörünü aç api dosyasını seç,"[""VS"", ""Code'da"", ""sol"", ""ağaçtan"", ""services"", ""klasörünü"", ""aç"", ""api"", ""dosyasını"", ""seç""]",10,,,
CK-2687,dosya_yazılım_geliştirme,1,Docker dosyasını silme yok sadece expose satırını bul,"[""Docker"", ""dosyasını"", ""silme"", ""yok"", ""sadece"", ""expose"", ""satırını"", ""bul""]",8,,,
CK-2689,dosya_yazılım_geliştirme,3,komut paletini aç rename symbol yaz ilk sonucu seç,"[""komut"", ""paletini"", ""aç"", ""rename"", ""symbol"", ""yaz"", ""ilk"", ""sonucu"", ""seç""]",9,,,
CK-2694,dosya_yazılım_geliştirme,3,package dosyasını aç script bölümüne git build komutunu değiştir,"[""package"", ""dosyasını"", ""aç"", ""script"", ""bölümüne"", ""git"", ""build"", ""komutunu"", ""değiştir""]",9,,,
CK-2696,dosya_yazılım_geliştirme,3,debug panelini aç koşul kutusunu seç değeri değiştir,"[""debug"", ""panelini"", ""aç"", ""koşul"", ""kutusunu"", ""seç"", ""değeri"", ""değiştir""]",8,,,
CK-2697,dosya_yazılım_geliştirme,3,json dosyasında ayar bloğunu bulup alt satıra geçerek virgül yaz,"[""json"", ""dosyasında"", ""ayar"", ""bloğunu"", ""bulup"", ""alt"", ""satıra"", ""geçerek"", ""virgül"", ""yaz""]",10,,,
CK-2702,dosya_yazılım_geliştirme,2,şuradaki klasörü taşımadan önce yolunu kopyala sonra sol panele geç,"[""şuradaki"", ""klasörü"", ""taşımadan"", ""önce"", ""yolunu"", ""kopyala"", ""sonra"", ""sol"", ""panele"", ""geç""]",10,,,
CK-2707,temel_bilgisayar,1,dosyayı açma sadece adını göster,"[""dosyayı"", ""açma"", ""sadece"", ""adını"", ""göster""]",5,,,
CK-2708,temel_bilgisayar,2,görev çubuğundaki pil simgesine tıkla güç tasarrufunu artır,"[""görev"", ""çubuğundaki"", ""pil"", ""simgesine"", ""tıkla"", ""güç"", ""tasarrufunu"", ""artır""]",8,,,
CK-2714,temel_bilgisayar,2,sağdaki küçük pencereyi büyüterek üste hizala,"[""sağdaki"", ""küçük"", ""pencereyi"", ""büyüterek"", ""üste"", ""hizala""]",6,,,
CK-2717,temel_bilgisayar,3,geri dönüşüm kutusuna git son silinen öğeyi seç geri yükle,"[""geri"", ""dönüşüm"", ""kutusuna"", ""git"", ""son"", ""silinen"", ""öğeyi"", ""seç"", ""geri"", ""yükle""]",10,,,
CK-2725,temel_bilgisayar,4,masaüstüne git sağ üstteki not dosyasını seç adını yeniden adlandır kaydet,"[""masaüstüne"", ""git"", ""sağ"", ""üstteki"", ""not"", ""dosyasını"", ""seç"", ""adını"", ""yeniden"", ""adlandır"", ""kaydet""]",11,,,
CK-2728,tarayıcı_internet,1,makale sayfasında tabloya kadar in,"[""makale"", ""sayfasında"", ""tabloya"", ""kadar"", ""in""]",5,,,
CK-2729,tarayıcı_internet,1,çerez penceresinde kabul etme seçenekleri göster,"[""çerez"", ""penceresinde"", ""kabul"", ""etme"", ""seçenekleri"", ""göster""]",6,,,
CK-2754,ofis_metin_düzenleme,1,Wordde bu paragraf sanki sıkışık satır aralığını aç,"[""Wordde"", ""bu"", ""paragraf"", ""sanki"", ""sıkışık"", ""satır"", ""aralığını"", ""aç""]",8,,,
CK-2757,ofis_metin_düzenleme,1,PDFde işaretli alanı önizle,"[""PDFde"", ""işaretli"", ""alanı"", ""önizle""]",4,,,
CK-2760,ofis_metin_düzenleme,2,slayt notlarına geç konuşmacı notunu büyüt,"[""slayt"", ""notlarına"", ""geç"", ""konuşmacı"", ""notunu"", ""büyüt""]",6,,,
CK-2762,ofis_metin_düzenleme,2,Excelde seçili aralığı kesmeden aralığı seç yeni sayfaya taşı,"[""Excelde"", ""seçili"", ""aralığı"", ""kesmeden"", ""aralığı"", ""seç"", ""yeni"", ""sayfaya"", ""taşı""]",9,,,
CK-2771,ofis_metin_düzenleme,3,tablo filtresini açıp boş olanları gizleyerek sonucu göster,"[""tablo"", ""filtresini"", ""açıp"", ""boş"", ""olanları"", ""gizleyerek"", ""sonucu"", ""göster""]",8,,,
CK-2774,ofis_metin_düzenleme,3,PDF açıklama alanını bul oraya kısa not yaz formu kaydet,"[""PDF"", ""açıklama"", ""alanını"", ""bul"", ""oraya"", ""kısa"", ""not"", ""yaz"", ""formu"", ""kaydet""]",10,,,
CK-2780,dosya_yazılım_geliştirme,1,READMEde bağlantılar kısmını bul,"[""READMEde"", ""bağlantılar"", ""kısmını"", ""bul""]",4,,,
CK-2791,dosya_yazılım_geliştirme,2,şu açık editörde satır numarasına git satırı seç ama satırı silme,"[""şu"", ""açık"", ""editörde"", ""satır"", ""numarasına"", ""git"", ""satırı"", ""seç"", ""ama"", ""satırı"", ""silme""]",11,,,
CK-2793,dosya_yazılım_geliştirme,3,yeni dosya oluşturma bekle klasör adını seç yeniden adlandır kaydet,"[""yeni"", ""dosya"", ""oluşturma"", ""bekle"", ""klasör"", ""adını"", ""seç"", ""yeniden"", ""adlandır"", ""kaydet""]",10,,,
CK-2795,dosya_yazılım_geliştirme,3,yanlışlıkla açılan dosyayı kapat soldaki terminale geç komutu yinele,"[""yanlışlıkla"", ""açılan"", ""dosyayı"", ""kapat"", ""soldaki"", ""terminale"", ""geç"", ""komutu"", ""yinele""]",9,,,
CK-2808,temel_bilgisayar,1,sakın silme şu dosyayı yazdırır mısın sadece,"[""sakın"", ""silme"", ""şu"", ""dosyayı"", ""yazdırır"", ""mısın"", ""sadece""]",7,,,
CK-2812,tarayıcı_internet,1,şu sekmeye geçelim mi öndeki değil yandaki,"[""şu"", ""sekmeye"", ""geçelim"", ""mi"", ""öndeki"", ""değil"", ""yandaki""]",7,,,
CK-2813,tarayıcı_internet,1,indirme deme ya pdf dosyasını indirir misin,"[""indirme"", ""deme"", ""ya"", ""pdf"", ""dosyasını"", ""indirir"", ""misin""]",7,,,
CK-2824,dosya_yazılım_geliştirme,1,main dosyasını yeniden adlandırır mısın,"[""main"", ""dosyasını"", ""yeniden"", ""adlandırır"", ""mısın""]",5,,,
CK-2826,dosya_yazılım_geliştirme,1,temp klasörünü silme build klasörünü sil,"[""temp"", ""klasörünü"", ""silme"", ""build"", ""klasörünü"", ""sil""]",6,,,
CK-2828,temel_bilgisayar,2,dosyayı silme pencereyi kapat ve masaüstüne geç,"[""dosyayı"", ""silme"", ""pencereyi"", ""kapat"", ""ve"", ""masaüstüne"", ""geç""]",7,,,
CK-2833,tarayıcı_internet,2,sekme kapatma yeni sekme aç arama kutusunda rapor ara,"[""sekme"", ""kapatma"", ""yeni"", ""sekme"", ""aç"", ""arama"", ""kutusunda"", ""rapor"", ""ara""]",9,,,
CK-2835,tarayıcı_internet,2,bu dosyayı indir indirilenler sekmesine geçme indirme çubuğunu aç,"[""bu"", ""dosyayı"", ""indir"", ""indirilenler"", ""sekmesine"", ""geçme"", ""indirme"", ""çubuğunu"", ""aç""]",9,,,
CK-2838,ofis_metin_düzenleme,2,başlığı seçme ikinci paragrafı seç ve keser misin,"[""başlığı"", ""seçme"", ""ikinci"", ""paragrafı"", ""seç"", ""ve"", ""keser"", ""misin""]",8,,,
CK-2840,ofis_metin_düzenleme,2,bul kutusuna hata yaz ve sonraki sonucu bul,"[""bul"", ""kutusuna"", ""hata"", ""yaz"", ""ve"", ""sonraki"", ""sonucu"", ""bul""]",8,,,
CK-2844,dosya_yazılım_geliştirme,2,main py adını app py yap yani yeniden adlandır sonra kaydet,"[""main"", ""py"", ""adını"", ""app"", ""py"", ""yap"", ""yani"", ""yeniden"", ""adlandır"", ""sonra"", ""kaydet""]",11,,,
CK-2853,temel_bilgisayar,3,boşluk bırakma önce metni seç sonra kopyala panoya yapıştır,"[""boşluk"", ""bırakma"", ""önce"", ""metni"", ""seç"", ""sonra"", ""kopyala"", ""panoya"", ""yapıştır""]",9,,,
CK-2871,temel_bilgisayar,4,dosyayı silme klasörü aç dosyayı seç kopyala kapat,"[""dosyayı"", ""silme"", ""klasörü"", ""aç"", ""dosyayı"", ""seç"", ""kopyala"", ""kapat""]",8,,,
CK-2874,tarayıcı_internet,4,bu sekmeyi kapatma yan sekmeye geç adres çubuğuna geç sayfayı yenile güvenli mod ara,"[""bu"", ""sekmeyi"", ""kapatma"", ""yan"", ""sekmeye"", ""geç"", ""adres"", ""çubuğuna"", ""geç"", ""sayfayı"", ""yenile"", ""güvenli"", ""mod"", ""ara""]",14,,,
CK-2877,tarayıcı_internet,4,önce geri gitme sekme değiştir linki kopyala yeni sekme aç yapıştır,"[""önce"", ""geri"", ""gitme"", ""sekme"", ""değiştir"", ""linki"", ""kopyala"", ""yeni"", ""sekme"", ""aç"", ""yapıştır""]",11,,,
CK-2878,ofis_metin_düzenleme,4,başlığı seç kes alt satıra yapıştır belgeyi kaydet,"[""başlığı"", ""seç"", ""kes"", ""alt"", ""satıra"", ""yapıştır"", ""belgeyi"", ""kaydet""]",8,,,
CK-2880,ofis_metin_düzenleme,4,raporu aç tarih yaz kaydet ve gönder,"[""raporu"", ""aç"", ""tarih"", ""yaz"", ""kaydet"", ""ve"", ""gönder""]",7,,,
CK-2886,dosya_yazılım_geliştirme,4,terminali aç komutu yaz enter bas çıktıyı kopyala,"[""terminali"", ""aç"", ""komutu"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""kopyala""]",8,,,
