model,id,domain,task_count,raw_command,token_index,token,gold_boundary,pred_boundary,gold_task,pred_task,boundary_correct,task_correct,both_correct,normalized
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,0,proje,B-TASK,B-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,1,klasörüne,I-TASK,I-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,2,git,I-TASK,I-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,3,logs,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,4,klasörünü,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,5,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,6,bugünkü,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,7,logu,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2398,dosya_yazılım_geliştirme,3,proje klasörüne git logs klasörünü aç bugünkü logu seç,8,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,0,terminalde,O,B-TASK,O,YİNELE,False,False,False,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,1,son,B-TASK,I-TASK,YİNELE,YİNELE,False,True,False,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,2,komutu,I-TASK,I-TASK,YİNELE,YİNELE,True,True,True,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,3,yinele,I-TASK,I-TASK,YİNELE,YİNELE,True,True,True,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,4,hata,O,O,O,O,True,True,True,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,5,çıkarsa,O,O,O,O,True,True,True,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,6,çıktıyı,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,7,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2401,dosya_yazılım_geliştirme,3,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,8,kopyala,B-TASK,B-TASK,KOPYALA,KOPYALA,True,True,True,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,0,sağ,B-TASK,O,AÇ,O,False,False,False,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,1,alttaki,I-TASK,O,AÇ,O,False,False,False,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,2,ses,I-TASK,B-TASK,AÇ,AÇ,False,True,False,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,3,panelini,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,4,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,5,mikrofonu,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,6,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,7,seviyeyi,B-TASK,B-TASK,AZALT,AZALT,True,True,True,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,8,biraz,I-TASK,O,AZALT,O,False,False,False,False
Gemini,CK-2405,temel_bilgisayar,3,sağ alttaki ses panelini aç mikrofonu seç seviyeyi biraz azalt,9,azalt,I-TASK,I-TASK,AZALT,AZALT,True,True,True,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,0,şu,O,O,O,O,True,True,True,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,1,bilgisayarın,O,O,O,O,True,True,True,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,2,köşesindeki,O,O,O,O,True,True,True,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,3,klasörü,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,4,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,5,içindekilerden,B-TASK,O,SEÇ,O,False,False,False,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,6,raporu,I-TASK,B-TASK,SEÇ,SEÇ,False,True,False,False
Gemini,CK-2406,temel_bilgisayar,2,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,7,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,0,aşağıdaki,B-TASK,B-TASK,TIKLA,TIKLA,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,1,başvuru,I-TASK,I-TASK,TIKLA,TIKLA,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,2,bağlantısına,I-TASK,I-TASK,TIKLA,TIKLA,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,3,tıklar,I-TASK,I-TASK,TIKLA,TIKLA,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,4,mısın,I-TASK,O,TIKLA,O,False,False,False,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,5,formun,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,6,ilk,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,7,alanını,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2430,tarayıcı_internet,2,aşağıdaki başvuru bağlantısına tıklar mısın formun ilk alanını seç,8,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,0,PowerPoint'te,O,O,O,O,True,True,True,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,1,sağdaki,B-TASK,O,SEÇ,O,False,False,False,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,2,görseli,I-TASK,B-TASK,SEÇ,SEÇ,False,True,False,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,3,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,4,biraz,B-TASK,O,TAŞI,O,False,False,False,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,5,sola,I-TASK,B-TASK,TAŞI,TAŞI,False,True,False,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,6,taşı,I-TASK,I-TASK,TAŞI,TAŞI,True,True,True,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,7,boyutunu,B-TASK,B-TASK,KÜÇÜLT,KÜÇÜLT,True,True,True,False
Gemini,CK-2455,ofis_metin_düzenleme,3,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,8,küçült,I-TASK,I-TASK,KÜÇÜLT,KÜÇÜLT,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,0,PDF'de,O,O,O,O,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,1,arama,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,2,panelini,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,3,açıp,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,4,imza,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,5,yazarak,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,6,sonuca,B-TASK,B-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2471,ofis_metin_düzenleme,3,PDF'de arama panelini açıp imza yazarak sonuca git,7,git,I-TASK,I-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,0,yeni,B-TASK,B-TASK,YENİ_OLUŞTUR,YENİ_OLUŞTUR,True,True,True,False
Gemini,CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,1,test,I-TASK,I-TASK,YENİ_OLUŞTUR,YENİ_OLUŞTUR,True,True,True,False
Gemini,CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,2,dosyası,I-TASK,I-TASK,YENİ_OLUŞTUR,YENİ_OLUŞTUR,True,True,True,False
Gemini,CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,3,oluştur,I-TASK,I-TASK,YENİ_OLUŞTUR,YENİ_OLUŞTUR,True,True,True,False
Gemini,CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,4,adını,B-TASK,B-TASK,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR,True,True,True,False
Gemini,CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,5,login_test.py,I-TASK,I-TASK,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR,True,True,True,False
Gemini,CK-2500,dosya_yazılım_geliştirme,2,yeni test dosyası oluştur adını login_test.py yap,6,yap,I-TASK,I-TASK,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,0,yeni,B-TASK,B-TASK,YENİ_OLUŞTUR,AÇ,True,False,False,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,1,sekme,I-TASK,I-TASK,YENİ_OLUŞTUR,AÇ,True,False,False,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,2,aç,I-TASK,I-TASK,YENİ_OLUŞTUR,AÇ,True,False,False,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,3,site,B-TASK,B-TASK,YAPIŞTIR,YAPIŞTIR,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,4,adresini,I-TASK,I-TASK,YAPIŞTIR,YAPIŞTIR,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,5,yapıştır,I-TASK,I-TASK,YAPIŞTIR,YAPIŞTIR,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,6,enter,B-TASK,B-TASK,ENTER,ENTER,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,7,bas,I-TASK,I-TASK,ENTER,ENTER,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,8,sayfayı,B-TASK,B-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,9,aşağı,I-TASK,I-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2531,tarayıcı_internet,4,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,10,kaydır,I-TASK,I-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,0,slayt,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,1,geçişini,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,2,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,3,solma,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,4,efektini,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,5,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2570,ofis_metin_düzenleme,3,slayt geçişini aç solma efektini seç önizle,6,önizle,B-TASK,B-TASK,DİĞER,DİĞER,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,0,terminali,O,O,O,O,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,1,açma,O,O,O,O,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,2,dur,O,O,O,O,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,3,mevcut,B-TASK,B-TASK,GEÇ,GEÇ,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,4,terminale,I-TASK,I-TASK,GEÇ,GEÇ,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,5,geç,I-TASK,I-TASK,GEÇ,GEÇ,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,6,npm,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,7,run,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,8,test,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2577,dosya_yazılım_geliştirme,2,terminali açma dur mevcut terminale geç npm run test yaz,9,yaz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,0,test,O,O,O,O,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,1,klasöründe,O,O,O,O,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,2,yeni,B-TASK,B-TASK,YENİ_OLUŞTUR,YENİ_OLUŞTUR,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,3,dosya,I-TASK,I-TASK,YENİ_OLUŞTUR,YENİ_OLUŞTUR,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,4,oluştur,I-TASK,I-TASK,YENİ_OLUŞTUR,YENİ_OLUŞTUR,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,5,adını,B-TASK,B-TASK,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,6,login_test.py,I-TASK,I-TASK,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,7,yap,I-TASK,I-TASK,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,8,içine,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,9,taslak,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,10,yaz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2584,dosya_yazılım_geliştirme,4,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,11,kaydet,B-TASK,B-TASK,KAYDET,KAYDET,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,0,dosya,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,1,aramasını,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,2,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,3,helper,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,4,yaz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,5,çıkan,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,6,sonucu,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,7,sağ,I-TASK,O,AÇ,O,False,False,False,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,8,tarafta,I-TASK,O,AÇ,O,False,False,False,False
Gemini,CK-2595,dosya_yazılım_geliştirme,3,dosya aramasını aç helper yaz çıkan sonucu sağ tarafta aç,9,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,0,denetim,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,1,masasını,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,2,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,3,fare,B-TASK,B-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,4,ayarlarına,I-TASK,I-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,5,git,I-TASK,I-TASK,GİT,GİT,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,6,işaretçi,B-TASK,B-TASK,KAPAT,KAPAT,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,7,izini,I-TASK,I-TASK,KAPAT,KAPAT,True,True,True,False
Gemini,CK-2630,temel_bilgisayar,3,denetim masasını aç fare ayarlarına git işaretçi izini kapat,8,kapat,I-TASK,I-TASK,KAPAT,KAPAT,True,True,True,False
Gemini,CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,0,sayfayı,B-TASK,B-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,1,aşağı,I-TASK,I-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,2,kaydır,I-TASK,I-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,3,PDF,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,4,bağlantısını,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,5,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2636,tarayıcı_internet,3,sayfayı aşağı kaydır PDF bağlantısını seç indir,6,indir,B-TASK,B-TASK,İNDİR,İNDİR,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,0,okuma,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,1,modunu,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,2,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,3,yazı,B-TASK,B-TASK,ARTIR,ARTIR,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,4,boyutunu,I-TASK,I-TASK,ARTIR,ARTIR,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,5,artır,I-TASK,I-TASK,ARTIR,ARTIR,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,6,sayfayı,B-TASK,B-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,7,yukarı,I-TASK,I-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2657,tarayıcı_internet,3,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,8,kaydır,I-TASK,I-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,0,oradaki,O,O,O,O,True,True,True,False
Gemini,CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,1,boş,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,2,satırı,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,3,seçer,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-2673,ofis_metin_düzenleme,2,oradaki boş satırı seçer misin üstüne bir boşluk bırak,4,misin,I-TASK,O,SEÇ,O,False,False,False,False
